ticker,nome,setor,tipo,preco_brl,preco_usd,abertura,maxima,minima,volume,var_1d,var_1w,var_1m,var_ytd,var_5y,var_all,preco_1d_ago,preco_1w_ago,preco_1m_ago,preco_inicio_ano,preco_5y_ago,preco_all_time,market_cap,pe_ratio,forward_pe,pb_ratio,dividend_yield,eps,beta,week_52_high,week_52_low,pct_from_52w_high,ma_50,ma_200,rsi_14,above_ma_50,above_ma_200,ma_50_above_200,profit_margin,roe,debt_to_equity,analyst_rating,target_price,num_analysts,ibov_change_1d,ibov_change_ytd,sp500_change_1d,sp500_change_ytd,vs_ibov_1d,vs_ibov_1m,vs_ibov_ytd,vs_sp500_1d,vs_sp500_1m,vs_sp500_ytd,signal_golden_cross,signal_death_cross,signal_rsi_oversold,signal_rsi_overbought,signal_52w_high,signal_52w_low,signal_volume_spike,signal_summary,volatility_30d,avg_volume_20d,volume_ratio,news_sentiment_pt,news_sentiment_en,news_sentiment_combined,news_count_pt,news_count_en,news_headline_pt,news_headline_en,news_sentiment_label,data_cotacao,atualizado_em
BBDC3,Bradesco ON,Bancário,stock,18.48,3.56,18.18,18.57,18.15,2388300.0,1.87,1.87,0.87,0.87,8.6,915.23,18.14,18.14,18.32,18.32,17.02,1.82,,,,,,,,,,,13.88,14.26,77.3,1,1,0,,,,,,,-0.11,16.88,0.44,0.68,1.99,-8.73,-16.0,1.44,0.64,0.19,0,1,0,1,0,0,0,neutral,9.01,149690545.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
BBDC4,Bradesco PN,Bancário,stock,21.52,4.14,21.09,21.59,21.04,11365200.0,2.62,2.62,0.99,0.99,13.21,-1.95,20.97,20.97,21.31,21.31,19.01,21.95,,,,,,,,,,,15.94,15.74,77.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.74,-8.62,-15.89,2.18,0.75,0.31,1,0,0,1,0,0,0,bullish,9.45,690890310.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
BPAC11,BTG Pactual,Bancário,stock,61.45,11.84,60.99,61.98,60.87,1935200.0,-0.65,3.12,3.99,17.74,130.47,1250.55,61.85,59.59,59.09,52.19,26.66,4.55,,,,,,,,,,,46.32,33.71,72.5,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.53,-5.61,0.87,-1.08,3.76,17.06,1,0,0,1,0,0,0,bullish,3.52,39189285.0,0.05,,,,,,,,,2026-02-20,2026-02-20 18:03:23
GS,Goldman Sachs,Bancário,stock,4762.78,917.36,912.55,920.8,900.57,993835.0,1.35,1.35,-1.93,-1.93,187.14,1169.71,905.14,905.14,935.41,935.41,319.48,72.25,,,,,,,,,,,492.57,268.61,75.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.46,-11.53,-18.81,0.91,-2.17,-2.61,1,0,0,1,0,0,0,bullish,6.98,43670386.75,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:24
INBR32,Banco Inter,Bancário,stock,46.84,9.02,47.43,47.43,46.5,997978.0,-1.29,2.65,-4.25,1.89,,121.47,47.45,45.63,48.92,45.97,,21.15,,,,,,,,,,,42.9,,54.5,1,,,,,,,,,-0.11,16.88,0.44,0.68,-1.17,-13.86,-14.98,-1.72,-4.49,1.21,0,0,0,0,0,0,0,neutral,5.44,7983518.4,0.13,,,,,,,,,2026-02-20,2026-02-20 18:03:23
ITUB3,Itaú Unibanco ON,Bancário,stock,45.33,8.73,45.05,45.54,44.79,595600.0,2.23,2.23,8.08,8.08,119.76,2442.44,44.34,44.34,41.94,41.94,20.63,1.78,,,,,,,,,,,25.61,19.33,85.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.35,-1.52,-8.79,1.79,7.85,7.4,1,0,0,1,0,0,0,bullish,6.58,13956847.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
ITUB4,Itaú Unibanco PN,Bancário,stock,48.57,9.36,48.05,48.77,48.02,12330600.0,1.67,1.67,6.75,6.75,115.38,1682.03,47.77,47.77,45.5,45.5,22.55,2.73,,,,,,,,,,,29.25,21.91,82.5,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.79,-2.86,-10.13,1.24,6.51,6.07,1,0,0,1,0,0,0,bullish,6.68,485009396.8,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
JPM,JPMorgan Chase,Bancário,stock,1604.76,309.1,308.4,310.39,305.68,3251896.0,2.16,2.16,2.16,2.16,110.03,2255.01,302.55,302.55,302.55,302.55,147.17,13.13,,,,,,,,,,,136.29,,91.0,1,,,,,,,,,-0.11,16.88,0.44,0.68,2.28,-7.44,-14.71,1.73,1.93,1.48,0,0,0,1,0,0,0,neutral,10.61,642925784.8,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
NU,Nubank,Bancário,stock,17.51,3.37,17.2,17.59,17.17,16203958.0,1.13,4.13,-2.91,2.91,,47.81,17.32,16.82,18.04,17.02,,11.85,,,,,,,,,,,14.45,9.91,59.8,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.24,-12.51,-13.97,0.69,-3.15,2.23,1,0,0,0,0,0,0,bullish,3.84,181019207.9,0.09,,,,,,,,,2026-02-20,2026-02-20 18:03:23
SANB11,Santander Brasil,Bancário,stock,35.88,6.91,35.25,36.05,35.21,3013000.0,4.0,4.0,-1.21,-1.21,-0.66,60.06,34.5,34.5,36.32,36.32,36.12,22.42,,,,,,,,,,,29.36,,72.6,1,,,,,,,,,-0.11,16.88,0.44,0.68,4.11,-10.82,-18.09,3.56,-1.45,-1.89,0,0,0,1,0,0,0,neutral,6.59,55018770.0,0.05,,,,,,,,,2026-02-20,2026-02-20 18:03:23
WFC,Wells Fargo,Bancário,stock,456.23,87.88,87.36,87.94,86.14,6214265.0,1.03,1.03,1.03,1.03,142.95,8011.54,86.98,86.98,86.98,86.98,36.17,1.08,,,,,,,,,,,53.31,,80.2,1,,,,,,,,,-0.11,16.88,0.44,0.68,1.14,-8.58,-15.85,0.59,0.79,0.35,0,0,0,1,0,0,0,neutral,15.06,1179059003.25,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
ABEV3,Ambev,Bebidas,stock,15.78,3.04,16.06,16.1,15.71,17528700.0,-3.49,-3.49,6.26,6.26,12.55,3271.02,16.35,16.35,14.85,14.85,14.02,0.47,,,,,,,,,,,13.67,14.76,71.7,1,1,0,,,,,,,-0.11,16.88,0.44,0.68,-3.37,-3.34,-10.61,-3.92,6.02,5.58,0,1,0,1,0,0,0,neutral,5.66,599670600.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
KO,Coca-Cola,Bebidas,stock,412.13,79.38,79.33,79.57,78.9,6760512.0,0.89,0.89,0.89,0.89,50.6,5343.2,78.68,78.68,78.68,78.68,52.71,1.46,,,,,,,,,,,53.2,,63.0,1,,,,,,,,,-0.11,16.88,0.44,0.68,1.0,-8.71,-15.99,0.45,0.65,0.21,0,0,0,0,0,0,0,neutral,8.32,882694835.6,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
PEP,PepsiCo,Bebidas,stock,850.86,163.88,164.64,164.95,163.02,1753496.0,-1.24,-1.24,-1.24,-1.24,26.86,6045.69,165.94,165.94,165.94,165.94,129.19,2.67,,,,,,,,,,,133.88,,41.2,1,,,,,,,,,-0.11,16.88,0.44,0.68,-1.12,-10.84,-18.12,-1.68,-1.48,-1.92,0,0,0,0,0,0,0,neutral,6.69,343871314.8,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
ECOR3,Ecorodovias,Concessões,stock,10.79,2.08,10.62,10.83,10.58,1367300.0,3.85,3.85,-8.71,-8.71,-0.96,13.8,10.39,10.39,11.82,11.82,10.89,9.48,,,,,,,,,,,7.07,,74.3,1,,,,,,,,,-0.11,16.88,0.44,0.68,3.96,-18.32,-25.59,3.41,-8.95,-9.39,0,0,0,1,0,0,0,neutral,13.66,86002650.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CYRE3,Cyrela,Construção,stock,31.61,6.09,31.55,31.78,30.88,2734100.0,3.17,3.17,5.72,5.72,27.46,4260.0,30.64,30.64,29.9,29.9,24.8,0.73,,,,,,,,,,,21.06,17.66,70.6,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,3.28,-3.89,-11.16,2.73,5.48,5.04,1,0,0,1,0,0,0,bullish,10.38,110718530.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
EZTC3,EZTEC,Construção,stock,15.74,3.03,15.7,15.8,15.25,982200.0,3.21,3.21,3.96,3.96,-36.46,119.13,15.25,15.25,15.14,15.14,24.77,7.18,,,,,,,,,,,12.57,14.19,70.2,1,1,0,,,,,,,-0.11,16.88,0.44,0.68,3.33,-5.64,-12.91,2.77,3.73,3.28,0,1,0,1,0,0,0,neutral,11.83,45382151.5,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
JHSF3,JHSF Participações,Construção,stock,9.95,1.92,9.88,9.96,9.82,1159900.0,3.11,3.11,4.19,4.19,53.55,-13.48,9.65,9.65,9.55,9.55,6.48,11.5,,,,,,,,,,,5.45,4.36,91.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,3.22,-5.42,-12.69,2.67,3.95,3.51,1,0,0,1,0,0,0,bullish,10.86,69904435.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
LAVV3,Lavvi,Construção,stock,18.65,3.59,18.65,18.73,18.36,103500.0,-0.16,2.64,7.87,18.49,145.07,116.11,18.68,18.17,17.29,15.74,7.61,8.63,,,,,,,,,,,13.74,8.76,66.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.05,-1.74,1.61,-0.6,7.63,17.81,1,0,0,0,0,0,0,bullish,4.12,2492340.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
MRVE3,MRV,Construção,stock,10.05,1.94,9.97,10.07,9.73,2588300.0,2.66,2.66,24.54,24.54,-40.25,3.64,9.79,9.79,8.07,8.07,16.82,9.7,,,,,,,,,,,8.26,10.91,68.3,1,0,0,,,,,,,-0.11,16.88,0.44,0.68,2.77,14.93,7.66,2.22,24.3,23.86,0,1,0,0,0,0,0,neutral,14.56,213395600.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
TEND3,Tenda,Construção,stock,32.92,6.34,33.85,33.85,31.96,1850800.0,0.86,0.86,19.28,19.28,31.6,259.78,32.64,32.64,27.6,27.6,25.02,9.15,,,,,,,,,,,13.55,11.21,74.8,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.97,9.67,2.4,0.42,19.04,18.6,1,0,0,1,0,0,0,bullish,14.96,47185325.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
BTC-USD,Bitcoin,Criptomoeda,crypto,350952.63,67597.48,66959.87,68242.56,66570.2,45011054592.0,-1.81,-1.81,-14.02,-14.02,49.76,19880.28,68843.16,68843.16,78621.12,78621.12,45137.77,338.32,,,,,,,,,,,57647.46,,34.6,1,,,,,,,,,-0.11,16.88,0.44,0.68,-1.7,-23.63,-30.9,-2.25,-14.26,-14.7,0,0,0,0,0,0,0,neutral,14.45,1431348449318.8,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:24
ETH-USD,Ethereum,Criptomoeda,crypto,10207.88,1966.15,1948.31,1971.32,1926.21,21151617024.0,0.92,0.01,-30.18,-37.4,1.58,538.55,1948.2,1966.04,2815.9,3140.71,1935.6,307.91,,,,,,,,,,,3040.15,2436.39,30.1,0,0,1,,,,,,,-0.11,16.88,0.44,0.68,1.04,-39.78,-54.28,0.48,-30.41,-38.08,1,0,0,0,0,0,0,neutral,8.2,190042974416.4,0.11,,,,,,,,,2026-02-20,2026-02-20 18:03:24
USDBRL=X,Dólar/Real,Câmbio,currency,5.19,1.0,5.22,5.23,5.18,0.0,-0.52,-0.52,0.03,0.03,-7.27,78.93,5.22,5.22,5.19,5.19,5.6,2.9,,,,,,,,,,,5.28,3.68,25.4,0,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.41,-9.58,-16.85,-0.96,-0.21,-0.65,1,0,1,0,0,0,0,bullish,2.84,0.0,,,,,,,,,,2026-02-20,2026-02-20 18:03:24
COGN3,Cogna,Educação,stock,3.58,0.69,3.55,3.63,3.5,17276300.0,3.47,3.47,-21.32,-21.32,5.29,38.48,3.46,3.46,4.55,4.55,3.4,2.59,,,,,,,,,,,2.33,,70.4,1,,,,,,,,,-0.11,16.88,0.44,0.68,3.58,-30.92,-38.2,3.03,-21.56,-22.0,0,0,0,1,0,0,0,neutral,17.19,824244181.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
YDUQ3,Yduqs,Educação,stock,13.25,2.55,13.25,13.45,13.02,1376800.0,2.87,2.87,-9.68,-9.68,-56.01,103.85,12.88,12.88,14.67,14.67,30.12,6.5,,,,,,,,,,,14.13,18.29,58.2,0,0,0,,,,,,,-0.11,16.88,0.44,0.68,2.99,-19.28,-26.56,2.43,-9.92,-10.36,0,1,0,0,0,0,0,bearish,12.6,85512295.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
AURE3,Auren Energia,Energia Elétrica,stock,11.56,2.23,11.68,11.76,11.45,1284900.0,-1.78,-0.69,-2.86,-0.6,,-28.15,11.77,11.64,11.9,11.63,,16.09,,,,,,,,,,,10.38,12.23,46.1,1,0,0,,,,,,,-0.11,16.88,0.44,0.68,-1.67,-12.46,-17.48,-2.22,-3.09,-1.28,0,1,0,0,0,0,0,neutral,2.72,21536935.0,0.06,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CMIG4,Cemig PN,Energia Elétrica,stock,11.84,2.28,11.8,11.91,11.63,5666800.0,0.68,0.68,3.14,3.14,86.54,-99.85,11.76,11.76,11.48,11.48,6.35,7911.92,,,,,,,,,,,9.92,7.45,59.9,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.79,-6.47,-13.74,0.24,2.9,2.46,1,0,0,0,0,0,0,bullish,4.2,236966325.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CPFE3,CPFL Energia,Energia Elétrica,stock,49.6,9.55,49.59,49.99,49.24,324300.0,-2.25,-2.25,-3.61,-3.61,71.86,14890.87,50.74,50.74,51.46,51.46,28.86,0.33,,,,,,,,,,,36.31,26.29,76.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-2.13,-13.22,-20.49,-2.68,-3.85,-4.29,1,0,0,1,0,0,0,bullish,5.68,34211020.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CPLE3,Copel ON,Energia Elétrica,stock,14.33,2.76,14.19,14.42,14.04,8520100.0,2.58,2.58,8.73,8.73,149.22,1298.05,13.97,13.97,13.18,13.18,5.75,1.02,,,,,,,,,,,8.93,4.78,85.5,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.69,-0.88,-8.15,2.14,8.49,8.05,1,0,0,1,0,0,0,bullish,5.63,144353660.0,0.06,,,,,,,,,2026-02-20,2026-02-20 18:03:23
EGIE3,Engie Brasil,Energia Elétrica,stock,33.51,6.45,33.6,33.68,33.11,648300.0,-0.56,-0.56,2.26,2.26,14.01,1235.82,33.7,33.7,32.77,32.77,29.39,2.51,,,,,,,,,,,29.72,23.58,71.0,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.45,-7.35,-14.62,-1.0,2.02,1.58,1,0,0,1,0,0,0,bullish,5.57,36673291.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
ENEV3,Eneva,Energia Elétrica,stock,21.95,4.23,21.65,22.41,21.6,7870600.0,2.38,2.38,3.93,3.93,29.12,-85.09,21.44,21.44,21.12,21.12,17.0,147.26,,,,,,,,,,,13.89,38.99,95.2,1,0,0,,,,,,,-0.11,16.88,0.44,0.68,2.49,-5.67,-12.95,1.94,3.69,3.25,0,1,0,1,0,0,0,bearish,7.06,205693210.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
ENGI11,Energisa,Energia Elétrica,stock,52.52,10.12,52.2,52.79,51.97,1165600.0,1.78,1.78,2.96,2.96,32.29,517.21,51.6,51.6,51.01,51.01,39.7,8.51,,,,,,,,,,,42.1,,78.9,1,,,,,,,,,-0.11,16.88,0.44,0.68,1.9,-6.64,-13.92,1.34,2.72,2.28,0,0,0,1,0,0,0,neutral,5.98,59773912.5,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
EQTL3,Equatorial,Energia Elétrica,stock,41.12,7.92,40.84,41.46,40.76,3304300.0,0.29,0.29,0.49,0.49,104.82,1138.83,41.0,41.0,40.92,40.92,20.08,3.32,,,,,,,,,,,31.6,15.45,77.8,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.41,-9.12,-16.39,-0.15,0.25,-0.19,1,0,0,1,0,0,0,bullish,5.78,155929877.25,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
NEOE3,Neoenergia,Energia Elétrica,stock,32.76,6.31,32.73,32.77,32.73,981700.0,0.03,0.12,1.49,3.34,83.84,85.4,32.75,32.72,32.28,31.7,17.82,17.67,,,,,,,,,,,27.46,20.39,83.4,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.14,-8.12,-13.53,-0.41,1.25,2.67,1,0,0,1,0,0,0,bullish,2.65,13367810.0,0.07,,,,,,,,,2026-02-20,2026-02-20 18:03:23
TAEE11,Taesa,Energia Elétrica,stock,44.86,8.64,44.56,45.05,44.04,1006900.0,2.89,2.89,7.76,7.76,45.84,334.13,43.6,43.6,41.63,41.63,30.76,10.33,,,,,,,,,,,37.03,25.43,76.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,3.0,-1.85,-9.12,2.45,7.52,7.08,1,0,0,1,0,0,0,bullish,4.39,35538185.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
PFE,Pfizer,Farmacêutico,stock,137.82,26.55,26.71,26.76,26.35,20100314.0,-3.75,-3.75,-3.75,-3.75,-20.74,1568.28,27.58,27.58,27.58,27.58,33.49,1.59,,,,,,,,,,,34.38,,18.2,0,,,,,,,,,-0.11,16.88,0.44,0.68,-3.64,-13.36,-20.63,-4.19,-3.99,-4.43,0,0,1,0,0,0,0,neutral,11.0,2118945200.7,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:24
GGPS3,GPS Participações,Holding,stock,19.24,3.71,19.43,19.44,19.1,714900.0,-1.08,2.89,5.89,19.8,,66.45,19.45,18.7,18.17,16.06,,11.56,,,,,,,,,,,15.48,14.45,60.3,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-0.97,-3.72,2.92,-1.52,5.65,19.12,1,0,0,0,0,0,0,bullish,4.73,13948845.25,0.05,,,,,,,,,2026-02-20,2026-02-20 18:03:23
ITSA4,Itaúsa PN,Holding,stock,14.84,2.86,14.72,14.91,14.68,10758700.0,1.64,1.64,8.64,8.64,95.39,2103.76,14.6,14.6,13.66,13.66,7.59,0.67,,,,,,,,,,,9.29,7.01,80.3,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.76,-0.97,-8.24,1.21,8.4,7.96,1,0,0,1,0,0,0,bullish,6.8,545692299.4,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
LEVE3,Metal Leve,Industrial,stock,35.33,6.8,35.69,35.69,35.14,96600.0,0.6,0.6,2.82,2.82,102.39,1025.05,35.12,35.12,34.36,34.36,17.46,3.14,,,,,,,,,,,31.49,24.26,69.3,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,0.71,-6.78,-14.05,0.16,2.59,2.14,1,0,0,0,0,0,0,bullish,7.35,6530140.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
POMO4,Marcopolo,Industrial,stock,6.47,1.25,6.5,6.52,6.42,3492200.0,1.73,1.73,0.31,0.31,240.25,2359.16,6.36,6.36,6.45,6.45,1.9,0.26,,,,,,,,,,,4.96,3.25,43.3,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.84,-9.29,-16.57,1.29,0.07,-0.37,1,0,0,0,0,0,0,bullish,10.59,249162354.5,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RAPT4,Randon,Industrial,stock,6.47,1.25,6.54,6.54,6.35,2604800.0,1.89,1.89,0.47,0.47,-50.38,3089.94,6.35,6.35,6.44,6.44,13.04,0.2,,,,,,,,,,,9.5,8.32,30.9,0,0,1,,,,,,,-0.11,16.88,0.44,0.68,2.0,-9.14,-16.41,1.45,0.23,-0.21,1,0,0,0,0,0,0,neutral,8.98,63367425.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
WEGE3,WEG,Industrial,stock,51.06,9.83,51.2,51.76,49.9,8049100.0,-5.09,-5.09,-1.28,-1.28,30.84,34416.79,53.8,53.8,51.72,51.72,39.03,0.15,,,,,,,,,,,40.62,17.72,45.1,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-4.98,-10.88,-18.15,-5.53,-1.51,-1.95,1,0,0,0,0,0,0,bullish,8.05,153707570.0,0.05,,,,,,,,,2026-02-20,2026-02-20 18:03:23
MOVI3,Movida,Locação de Veículos,stock,13.83,2.66,13.26,14.02,13.18,2542700.0,3.44,4.61,25.73,39.7,-28.6,56.71,13.37,13.22,11.0,9.9,19.37,8.83,,,,,,,,,,,8.53,9.02,68.2,1,1,0,,,,,,,-0.11,16.88,0.44,0.68,3.55,16.12,22.82,3.0,25.49,39.02,0,1,0,0,0,0,0,neutral,8.55,19343320.0,0.13,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RENT3,Localiza,Locação de Veículos,stock,52.14,10.04,51.72,52.64,51.67,1642800.0,1.36,1.36,7.75,7.75,-9.68,4231.63,51.44,51.44,48.39,48.39,57.73,1.2,,,,,,,,,,,50.07,27.9,72.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,1.48,-1.85,-9.13,0.92,7.51,7.07,1,0,0,1,0,0,0,bullish,10.69,185951825.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RAIL3,Rumo,Logística,stock,16.39,3.16,16.27,16.41,16.19,2624000.0,0.92,0.92,11.04,11.04,-9.45,30.08,16.24,16.24,14.76,14.76,18.1,12.6,,,,,,,,,,,19.1,,43.8,0,,,,,,,,,-0.11,16.88,0.44,0.68,1.04,1.44,-5.83,0.49,10.81,10.36,0,0,0,0,0,0,0,neutral,6.94,260633770.0,0.01,,,,,,,,,2026-02-20,2026-02-20 18:03:23
GC=F,Ouro,Metal Precioso,commodity,26461.57,5096.8,5015.0,5097.3,4999.3,102860.0,8.12,8.12,8.12,8.12,194.94,1762.87,4713.9,4713.9,4713.9,4713.9,1728.1,273.6,,,,,,,,,,,2436.59,1566.92,96.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,8.24,-1.48,-8.75,7.68,7.89,7.44,1,0,0,1,0,0,0,bullish,4.29,100415.95,1.02,,,,,,,,,2026-02-20,2026-02-20 18:03:24
PA=F,Paládio,Metal Precioso,commodity,9210.25,1774.0,1704.5,1774.0,1681.5,4344.0,5.08,5.08,5.08,5.08,-23.21,540.43,1688.3,1688.3,1688.3,1688.3,2310.1,277.0,,,,,,,,,,,1500.59,1020.79,71.7,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,5.19,-4.53,-11.8,4.64,4.84,4.4,1,0,0,1,0,0,1,bullish,10.23,1979.05,2.19,,,,,,,,,2026-02-20,2026-02-20 18:03:24
PL=F,Platina,Metal Precioso,commodity,11292.68,2175.1,2088.5,2177.7,2060.1,12196.0,3.44,3.44,3.44,3.44,83.79,467.47,2102.8,2102.8,2102.8,2102.8,1183.5,383.3,,,,,,,,,,,1091.11,1199.19,87.2,1,1,0,,,,,,,-0.11,16.88,0.44,0.68,3.55,-6.17,-13.44,3.0,3.2,2.76,0,1,0,1,0,0,1,neutral,8.27,4342.85,2.81,,,,,,,,,2026-02-20,2026-02-20 18:03:24
SI=F,Prata,Metal Precioso,commodity,430.19,82.86,78.47,82.94,77.29,42603.0,5.84,5.84,5.84,5.84,213.84,1591.37,78.29,78.29,78.29,78.29,26.4,4.9,,,,,,,,,,,30.33,22.44,92.0,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,5.95,-3.77,-11.04,5.4,5.6,5.16,1,0,0,1,0,0,0,bullish,8.47,32180.9,1.32,,,,,,,,,2026-02-20,2026-02-20 18:03:24
BRAP4,Bradespar PN,Mineração,stock,23.32,4.49,23.1,23.48,22.88,1868000.0,-2.39,-2.39,-2.06,-2.06,-19.52,617.54,23.89,23.89,23.81,23.81,28.98,3.25,,,,,,,,,,,22.06,16.18,76.6,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-2.27,-11.66,-18.94,-2.82,-2.3,-2.74,1,0,0,1,0,0,0,bullish,6.4,74480700.0,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CMIN3,CSN Mineração,Mineração,stock,5.25,1.01,5.29,5.33,5.23,4095200.0,-1.5,-3.85,-12.06,-0.94,,-41.21,5.33,5.46,5.97,5.3,,8.93,,,,,,,,,,,5.47,5.1,43.8,0,1,1,,,,,,,-0.11,16.88,0.44,0.68,-1.39,-21.66,-17.82,-1.94,-12.3,-1.62,1,0,0,0,0,0,0,neutral,3.77,31175290.0,0.13,,,,,,,,,2026-02-20,2026-02-20 18:03:23
VALE3,Vale,Mineração,stock,85.14,16.4,83.8,85.86,83.42,17508600.0,-2.17,-2.17,0.97,0.97,-9.92,2404.12,87.03,87.03,84.32,84.32,94.52,3.4,,,,,,,,,,,69.2,50.09,85.2,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-2.06,-8.63,-15.9,-2.61,0.73,0.29,1,0,0,1,0,0,0,bullish,5.99,468580365.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
KLBN11,Klabin,Papel e Celulose,stock,19.96,3.84,20.1,20.14,19.74,3463900.0,-2.11,-2.11,4.18,4.18,-25.76,91.2,20.39,20.39,19.16,19.16,26.89,10.44,,,,,,,,,,,19.44,,36.7,1,,,,,,,,,-0.11,16.88,0.44,0.68,-1.99,-5.43,-12.7,-2.55,3.94,3.5,0,0,0,0,0,0,0,neutral,5.25,99566239.65,0.03,,,,,,,,,2026-02-20,2026-02-20 18:03:23
RANI3,Irani,Papel e Celulose,stock,9.46,1.82,9.48,9.52,9.33,347600.0,2.27,2.27,4.07,4.07,58.72,2038693.06,9.25,9.25,9.09,9.09,5.96,0.0,,,,,,,,,,,8.4,4.23,74.9,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,2.38,-5.53,-12.81,1.83,3.83,3.39,1,0,0,1,0,0,0,bullish,5.77,14313540.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
SUZB3,Suzano,Papel e Celulose,stock,56.39,10.86,57.13,57.13,56.04,1741500.0,-3.34,-3.34,14.31,14.31,-22.93,1074.79,58.34,58.34,49.33,49.33,73.17,4.8,,,,,,,,,,,52.1,33.72,42.0,1,1,1,,,,,,,-0.11,16.88,0.44,0.68,-3.23,4.71,-2.57,-3.78,14.07,13.63,1,0,0,0,0,0,0,bullish,7.75,114795255.0,0.02,,,,,,,,,2026-02-20,2026-02-20 18:03:23
CSAN3,Cosan,Petróleo e Gás,stock,6.4,1.23,6.36,6.47,6.3,16667900.0,4.58,4.58,8.47,8.47,-68.55,27.02,6.12,6.12,5.9,5.9,20.35,5.04,,,,,,,,,,,13.56,11.0,39.6,0,0,1,,,,,,,-0.11,16.88,0.44,0.68,4.69,-1.13,-8.4,4.14,8.24,7.8,1,0,0,0,0,0,0,neutral,8.17,460352815.0,0.04,,,,,,,,,2026-02-20,2026-02-20 18:03:23
